Date/Time,Address,Location,Call Type,Description,Incident Number,Duration
12/5/15 6:44,900 BLK 2 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00085107,0:37:46
12/5/15 4:21,5000 BLK 28 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00085103,0:48:46
12/5/15 1:06,1500 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00085071,0:39:51
12/5/15 0:11,1000 BLK COLLEGE ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00085044,1:16:28
12/4/15 0:21,700 BLK CENTER AVE W,Dilworth,Loud Party/People,LOUD PARTY,Multiple incidents,0:23:36
12/3/15 2:25,2500 BLK 14 ST S,Fargo,Loud Party/People,LOUD PPL/DISTURBANCE,2015-00084591,1:34:51
12/1/15 2:33,2500 BLK 15 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00084099,1:31:11
11/29/15 19:08,0 BLK 8 AVE N,Casselton,Loud Party/People,LOUD PARTY,2015-00016915,4:17:09
11/28/15 20:25,4300 BLK 15 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00083535,0:51:35
11/28/15 15:00,400 BLK 4 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00083482,0:13:23
11/28/15 2:40,800 BLK 2 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00034742,0:18:22
11/28/15 1:19,2100 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00083395,0:12:52
11/27/15 22:01,800 BLK 2 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00034722,0:24:18
11/27/15 4:02,3300 BLK 31 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00083214,0:23:12
11/26/15 22:27,1700 BLK 39 ST S,Fargo,Loud Party/People,LOUD PARTY,,0:08:20
11/26/15 18:55,800 BLK 10 ST S,Fargo,Loud Party/People,LOUD PARTY/MUSIC,2015-00083109,0:24:23
11/26/15 0:03,2800 BLK UMBER CT S,Fargo,Loud Party/People,LOUD PARTY,2015-00082989,0:21:18
11/25/15 2:54,4200 BLK 9 AVENUE CIR S,Fargo,Loud Party/People,LOUD MUSIC,2015-00082799,0:28:58
11/24/15 23:53,1400 BLK 35 ST S,Fargo,Loud Party/People,LOUD MUSIC,,0:33:07
11/24/15 2:13,1900 BLK 21 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00082522,1:20:18
11/24/15 0:00,4200 BLK 9 AVENUE CIR S,Fargo,Loud Party/People,LOUD PARTY,2015-00082477,0:29:05
11/22/15 3:06,800 BLK 21 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00082038,0:38:25
11/22/15 1:33,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY/IN ALLEY,2015-00082016,0:32:47
11/22/15 0:58,2400 BLK 33 AVE S,Fargo,Loud Party/People,1021 ONLY,2015-00082006,0:15:09
11/22/15 0:11,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00081999,0:36:10
11/21/15 23:47,3100 BLK 8 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00081987,0:51:06
11/21/15 23:37,1400 BLK 4 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00081981,0:26:03
11/21/15 22:11,3200 BLK 18 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00081956,0:05:51
11/21/15 21:59,4900 BLK 44 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00081951,0:26:44
11/21/15 21:37,1400 BLK 12 ST E,West Fargo,Loud Party/People,LOUD MUSIC AND PPL,2015-00021134,0:24:34
11/21/15 20:04,3200 BLK 22 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00081930,0:21:16
11/21/15 19:20,600 BLK 1 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00081952,3:09:01
11/21/15 5:47,1700 BLK 40 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00034066,0:22:23
11/21/15 3:19,2400 BLK 3 AVE N,Moorhead,Loud Party/People,LOUD PARTY,2015-00034064,1:20:20
11/21/15 2:33,3000 BLK 34 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00081763,0:32:49
11/21/15 1:40,1200 BLK 14 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00081752,1:27:18
11/21/15 1:19,2800 BLK 23 AVE S,Fargo,Loud Party/People,LOUD STOMPING,2015-00081745,0:36:45
11/21/15 1:18,3400 BLK 5 ST W,West Fargo,Loud Party/People,LOUD PARTY,2015-00021085,0:25:52
11/21/15 1:15,4600 BLK 49 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00081740,0:19:06
11/21/15 1:10,1000 BLK 18 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00034051,1:12:19
11/20/15 22:35,4300 BLK 10 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00081698,0:33:38
11/20/15 3:10,2600 BLK 14 ST S,Fargo,Loud Party/People,LOUD PPL,2015-00081520,0:33:58
11/19/15 22:43,3600 BLK 42 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00081464,0:26:13
11/19/15 3:47,1400 BLK 4 AVE N,Fargo,Loud Party/People,LOUD PERSON,2015-00081244,0:22:50
11/18/15 0:56,2600 BLK 14 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00080976,0:50:23
11/16/15 3:29,1400 BLK 1 AVE S,Fargo,Loud Party/People,LOUD MUSIC\\PARTY,2015-00080490,0:56:55
11/15/15 22:44,4200 BLK 9 AVENUE CIR S,Fargo,Loud Party/People,LOUD PARTY/POSS NARCS,2015-00080439,0:55:22
11/15/15 3:32,900 BLK 6 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00080278,0:23:27
11/15/15 1:12,3500 BLK 2 ST N,Fargo,Loud Party/People,LOUD PARTY,,0:49:34
11/15/15 0:40,400 BLK 11 ST N,Fargo,Loud Party/People,LOUD NOISE / 1056 PEOPLE,2015-00080227,0:12:39
11/14/15 23:35,3400 BLK RIVER DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00080197,0:15:42
11/14/15 23:13,3500 BLK 28 ST S,Fargo,Loud Party/People,POSS PARTY,Multiple incidents,0:58:12
11/14/15 22:56,1200 BLK 32 STREET CIR S,Moorhead,Loud Party/People,LOUD PARTY,2015-00033400,0:26:11
11/14/15 22:45,1100 BLK 35 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00080187,0:46:32
11/14/15 19:47,0 BLK ROBERTS ST N,Fargo,Loud Party/People,LOUD MUSIC,2015-00080152,0:33:24
11/14/15 3:29,2400 BLK 65 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00079996,0:32:48
11/14/15 3:10,2600 BLK 57 AVE S,Fargo,Loud Party/People,LOUD MUSIC,2015-00079994,0:19:36
11/12/15 22:37,6200 BLK 58 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00079643,0:48:20
11/12/15 0:40,4200 BLK 9 AVENUE CIR S,Fargo,Loud Party/People,LOUD PARTY,2015-00079417,0:23:08
11/11/15 3:02,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00079250,0:57:08
11/11/15 0:40,1000 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00079235,1:53:14
11/10/15 22:28,1400 BLK 25 AVE S,Fargo,Loud Party/People,LOUD NOISE\\NARC,2015-00079193,1:37:58
11/8/15 19:48,3200 BLK 18 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00078636,0:30:43
11/8/15 3:08,1800 BLK 40 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00032772,0:29:30
11/8/15 2:12,900 BLK BROADWAY N,Fargo,Loud Party/People,1056 PPL,,1:22:37
11/8/15 1:19,1100 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00078489,0:29:11
11/8/15 0:07,2400 BLK WEST COUNTRY CLUB DR S,Fargo,Loud Party/People,LOUD BASS,2015-00078468,0:17:18
11/7/15 23:31,3100 BLK 27 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00032752,1:22:11
11/7/15 22:57,400 BLK 22 ST E,West Fargo,Loud Party/People,LOUD PARTY,2015-00020331,0:20:07
11/7/15 22:32,400 BLK SEQUOIA DR,Mapleton,Loud Party/People,LOUD PARTY,2015-00015917,1:22:31
11/7/15 22:16,900 BLK 26 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00078450,1:12:29
11/6/15 23:43,1100 BLK 1 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00078242,0:20:46
11/6/15 21:15,4700 BLK CHELSEA LN S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00078221,2:11:45
11/6/15 20:57,800 BLK 34 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00020249,0:30:03
11/5/15 22:39,10 ST S,Moorhead,Loud Party/People,PARTY W/MINORS DRINKING,2015-00032554,0:53:54
11/5/15 18:09,1800 BLK 9 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00032540,1:01:10
11/3/15 0:17,5000 BLK AMBER VALLEY PKWY S,Fargo,Loud Party/People,LOUD MUSIC/LOUD PARTY,2015-00077390,1:27:34
11/1/15 23:49,2200 BLK 9 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00077114,0:38:45
11/1/15 10:51,1500 BLK 6 AVE S,Moorhead,Loud Party/People,1021 ONLY,2015-00031972,0:29:59
11/1/15 2:26,1400 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00076915,0:32:51
11/1/15 2:12,5300 BLK 33 AVE S,Fargo,Loud Party/People,LOUD PARTY,,0:22:45
11/1/15 2:11,4500 BLK SUNRISE DR,West Fargo,Loud Party/People,LOUD MUSIC/BASS,2015-00019875,0:32:29
11/1/15 1:24,1400 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00076899,0:14:42
11/1/15 1:08,2500 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00076877,0:48:45
11/1/15 1:00,16 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00076871,0:15:10
11/1/15 0:33,12 AVE N,Fargo,Loud Party/People,SEVERAL PARTIES IN THE AREA,2015-00076861,0:19:36
